0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.99347323
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.981968572
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.970614306
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.959406551
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.948341574
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.937415783
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.926625719
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.915968052
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.905439572
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.895037185
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.884757905
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.874598854
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.864557251
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.854630412
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.844815743
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.835110738
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.825512972
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.816020102
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.80662986
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.797340049
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.788148546
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.779053291
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.770052288
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.761143605
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.752325367
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.743595757
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.734953009
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.726395413
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.717921307
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.709529078
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.701217159
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.692984026
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.684828201
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.676748246
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.668742761
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.660810386
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.652949799
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.645159711
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.63743887
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.629786054
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.622200076
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.614679778
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.607224033
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.599831742
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.592501834
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.585233265
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.578025016
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.570876095
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.563785534
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.556752386
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.549775731
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.542854666
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.535988315
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.529175817
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.522416336
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.515709052
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.509053165
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.502447894
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.495892475
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.48938616
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.48292822
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.47651794
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.470154622
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.463837584
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.457566156
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.451339685
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.445157531
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.439019068
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.432923682
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.426870772
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.420859752
0.186666667	0.75	0.016	-0.666666667	-0.333333333	1	0.414890045
